6.820228928020018264e-04,3.806172162181942733e-08,1.948412302853709276e-16,8.766203073227197288e-18,8.877602419379102757e-35,-1.299785611701381893e-21,-3.512459153253964687e-34
6.535917734227841749e-04,7.738572287236193120e-11,2.234903395280686934e-16,6.608035084915367962e-18,2.466572997409377464e-34,2.367582926803138595e-26,6.039628606606350243e-35
7.026593293471240179e-04,2.309926138046895005e-08,3.782445572505991660e-11,2.015281178260139467e-12,-2.464170721612461258e-24,-1.113465331377445734e-16,1.742161490120707208e-23
6.603956614417115512e-04,7.636197494041566364e-09,2.986270417481937368e-12,6.141413055067071774e-14,-2.515419228627400649e-26,-3.742580103854415783e-18,-7.680660127338039639e-27
6.605376988460812593e-04,9.128859195262321390e-09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.530010547777639809e-04,6.301471390584455571e-09,4.802150333056162277e-13,3.498192345252029585e-14,-3.917125021400817622e-27,-2.765520157601682992e-18,2.283301617903224802e-27
6.538984926604176490e-04,3.974588053749158305e-10,8.716573667432836756e-38,2.076098553077881189e-38,-1.543360275303628198e-77,3.825769590479809786e-43,8.830362408326997872e-76
6.667855976002685665e-04,1.725366743256790732e-08,1.457723228408405518e-14,1.303830541454812380e-15,-1.607556571278717509e-30,-1.576031986680905948e-19,-5.452144382657275161e-30
6.649292484229316156e-04,1.422586543731489952e-08,7.461911376992241539e-16,2.278945983068372229e-16,-9.124703139791696520e-32,-2.527358671400184934e-20,2.249087278561675710e-32
6.656194592501362903e-04,1.518299408032858042e-08,8.278252709140473596e-16,2.162087877857073385e-16,-8.907483002243499150e-32,-2.503022784229515785e-20,2.079570896926216390e-32
6.573232238831568271e-04,5.252607316011146062e-12,6.182457127235604598e-15,1.213808466310749958e-15,-3.088744246695943495e-30,-1.583856177636332543e-23,-1.231261325802853988e-30
6.569127921339310960e-04,5.240205625182124381e-09,5.660393623370507734e-14,7.433527370638011765e-16,2.011540428408103643e-30,-4.055729486274558301e-20,4.382255208767346624e-30
6.541214410165983699e-04,6.890510991177373817e-10,2.506074141308489281e-36,4.086243822684842169e-36,1.304390760280120896e-71,1.068603318298350182e-40,-9.191915039982552214e-73
